Ref;Arena Link;Category;Characteristics;Commodity Class;Created Date;Description;DXDB_LIBNAME;Effective Date;Footprint;Halogen Free;Manufacturer 1;Manufacturer 1 PN;Manufacturer 2;Manufacturer 2 PN;Manufacturer 3;Manufacturer 3 PN;Manufacturer 4;Manufacturer 4 PN;Manufacturer 5;Manufacturer 5 PN;Owner;Part Height;Part Status;Rating;Requestor;Revision;RoHS Compliant;Temperature Range;Tolerance;Value;Variant Variable Text;Voltage;Price
R349;https://app.bom.com/a/YGZH0K3K3M4PA9EZ?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:39:59-08:00;RES, 820K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP8203F;RK73H1ETTP8203F;YAGEO RC0402FR-07820KL;RC0402FR-07820KL;ROHM MCR01MZPF8203;MCR01MZPF8203;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;820K;;50V;0.0
R350;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R361;https://app.bom.com/a/YGZH0K3K3M4PA9EZ?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:39:59-08:00;RES, 820K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP8203F;RK73H1ETTP8203F;YAGEO RC0402FR-07820KL;RC0402FR-07820KL;ROHM MCR01MZPF8203;MCR01MZPF8203;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;820K;;50V;0.0
R363;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R365;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R366;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R367;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R368;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R369;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R370;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R371;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R372;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R373;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R374;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R375;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R376;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R377;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R378;https://app.bom.com/a/YGZH0K3K3M4PA9EZ?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:39:59-08:00;RES, 820K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP8203F;RK73H1ETTP8203F;YAGEO RC0402FR-07820KL;RC0402FR-07820KL;ROHM MCR01MZPF8203;MCR01MZPF8203;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;820K;;50V;0.0
R379;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R382;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R388;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R392;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R400;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R401;https://app.bom.com/a/L3M4N7Q7Q9RBUORV?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:24:33-08:00;RES, 47K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPJ473;MCR01MZPJ473;KOA SPEER ELECTRONICS RK73B1ETTP473J;RK73B1ETTP473J;YAGEO RC0402JR-0747KL;RC0402JR-0747KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;47K;;50V;0.0
R402;https://app.bom.com/a/0I1J2M5M5O6Q936L?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:25:06-08:00;RES, 100K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2015-02-11T15:48:00-08:00;0402R;;KOA SPEER ELECTRONICS RK73B1ETTP104J;RK73B1ETTP104J;ROHM MCR01MZPJ104;MCR01MZPJ104;YAGEO RC0402JR-07100KL;RC0402JR-07100KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;100K;DNI;50V;0.0
R403;https://app.bom.com/a/L3M4N7Q7Q9RBUORV?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:24:33-08:00;RES, 47K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPJ473;MCR01MZPJ473;KOA SPEER ELECTRONICS RK73B1ETTP473J;RK73B1ETTP473J;YAGEO RC0402JR-0747KL;RC0402JR-0747KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;47K;DNI;50V;0.0
R404;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R405;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R409;https://app.bom.com/a/5N6O7RARATBWIJTK?v=files.associations;Resistor;100ppm/C;PAS - Passives;;RES, 330, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2011-03-05T11:57:09-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP3300F;RK73H1ETTP3300F;YAGEO RC0402FR-07330RL;RC0402FR-07330RL;ROHM MCR01MZPF3300;MCR01MZPF3300;;;;;Michael Sorensen;0.4mm;Design;1/16W;Michael Sorensen;A;;-55 +155C;1%;330;;50V;0.0
R410;https://app.bom.com/a/FXGYH1K1K3L5OIOZ?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:20:04-08:00;RES, 100, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-04-07T19:00:44-08:00;0402R;;KOA SPEER ELECTRONICS RK73B1ETTP101J;RK73B1ETTP101J;ROHM MCR01MZPJ101;MCR01MZPJ101;YAGEO RC0402JR-07100RL;RC0402JR-07100RL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;100;;50V;0.0
R411;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R413;https://app.bom.com/a/HZI0J3M3M5N7QKPE?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:21:37-08:00;RES, 820, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-03-04T01:38:31-08:00;0402R;;KOA SPEER ELECTRONICS RK73B1ETTP821J;RK73B1ETTP821J;ROHM MCR01MZPJ821;MCR01MZPJ821;YAGEO RC0402JR-07820RL;RC0402JR-07820RL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;820;;50V;0.0
R416;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R417;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R418;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R419;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R420;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R421;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R422;https://app.bom.com/a/L3M4N7Q7Q9RBUOS4?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:23:27-08:00;RES, 10K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPJ103;MCR01MZPJ103;KOA SPEER ELECTRONICS RK73B1ETTP103J;RK73B1ETTP103J;YAGEO RC0402JR-0710KL;RC0402JR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;10K;DNI;50V;0.0
R423;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R425;https://app.bom.com/a/L3M4N7Q7Q9RBUOS4?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:23:27-08:00;RES, 10K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPJ103;MCR01MZPJ103;KOA SPEER ELECTRONICS RK73B1ETTP103J;RK73B1ETTP103J;YAGEO RC0402JR-0710KL;RC0402JR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;10K;;50V;0.0
R426;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R427;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R428;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R429;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R430;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R431;https://app.bom.com/a/O6P7QATATCUF119M?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:07:26-08:00;RES, 4.7K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2012-04-16T17:02:39-08:00;0402R;;ROHM MCR01MZPF4701;MCR01MZPF4701;KOA SPEER ELECTRONICS RK73H1ETTP4701F;RK73H1ETTP4701F;YAGEO RC0402FR-074K7L;RC0402FR-074K7L;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;4.7K;;50V;0.0
R432;https://app.bom.com/a/0I1J2M5M5O6Q936L?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:25:06-08:00;RES, 100K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2015-02-11T15:48:00-08:00;0402R;;KOA SPEER ELECTRONICS RK73B1ETTP104J;RK73B1ETTP104J;ROHM MCR01MZPJ104;MCR01MZPJ104;YAGEO RC0402JR-07100KL;RC0402JR-07100KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;100K;;50V;0.0
